URL,Thumbnail,Title,Name,Address Origin,Address,Number of Bedrooms,Number of Bathrooms,Area,Price
https://rever.vn/mua/can-ho-vinhomes-central-park-huong-ban-cong-dong-bac-day-du-noi-that-dien-tich-98m2,https://photo.rever.vn/v3/get/rvIWGn09ffEHPau3jOPY0gZikmpn08fGiFV1sY0_py9lATqi7P48nE4WK0nNVSCJCuRhOh9Z0bB+q30OydBpA5Pw==/750x500/image.jpg,Căn hộ Vinhomes Central Park hướng ban công đông bắc đầy đủ nội thất diện tích 98m².,Căn hộ Vinhomes Central Park hướng ban công đông bắc đầy đủ nội thất diện tích 98m².,[object Object],"Nguyễn Hữu Cảnh, Bình Thạnh",3,2,98,11.5 tỷ
https://rever.vn/mua/can-ho-vinhomes-central-park-huong-ban-cong-nam-day-du-noi-that-chau-au,https://photo.rever.vn/v3/get/rvXqYsF+xJNbI_oLacqmrtwDTsCv5BDAWXWhnGFA3lVD7YAY7Z+jJXruEnOnAv8MR2HWEDH3tbPJHAbGWKqjDNLQ==/750x500/image.jpg,Căn hộ Vinhomes Central Park hướng ban công nam đầy đủ nội thất Châu Âu,Căn hộ Vinhomes Central Park hướng ban công nam đầy đủ nội thất Châu Âu,[object Object],"Nguyễn Hữu Cảnh, Bình Thạnh",3,3,116.2,11.5 tỷ
https://rever.vn/mua/can-ho-vinhomes-central-park-huong-dong-bac-dien-tich-51-2m2-1,https://photo.rever.vn/v3/get/rvP+ufRqYqksDDHorqwC86NySqak8l2MjNfuMlDTJ2m0k_sTD3uzluFcNu92JJMzdEXMZqE1fTgx+IfzcM2gh+Ew==/750x500/image.jpg,"Căn hộ Vinhomes Central Park hướng Đông Bắc, diện tích 51.2m²","Căn hộ Vinhomes Central Park hướng Đông Bắc, diện tích 51.2m²",[object Object],"Nguyễn Hữu Cảnh, Bình Thạnh",1,1,51.2,4.2 tỷ
https://rever.vn/mua/nha-pho-du-an-melosa-khang-dien-3-tang-dien-tich-80m2-huong-bac-phap-ly-so-hong,https://photo.rever.vn/v3/get/rvrXwhnVqK47+xo_zHC1lOirumpLX3MJzIgypJ44KWZtlIWO_mBoSCr3EHP3N5knZ4F_CKGquwR2nD+JVb926+Cw==/750x500/image.jpg,Nhà phố dự án Melosa Khang Điền 3 tầng diện tích 80m² hướng bắc pháp lý sổ hồng,Nhà phố dự án Melosa Khang Điền 3 tầng diện tích 80m² hướng bắc pháp lý sổ hồng,[object Object],"Liên Phường, Quận 9",3,3,80,9.5 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-tay-nam-dien-tich-69-2m2-7,https://photo.rever.vn/v3/get/rv5dQZwC8w5Q66jZnFqIil19U8RV_odZB+zHfY+4TUSU2AvinO0lyNrMm_1TRtqTMKQEaMNCVkXgk5JzlVa1ZkGQ==/750x500/image.jpg,"Căn hộ Vinhomes Grand Park hướng Tây Nam, diện tích 69.2m²","Căn hộ Vinhomes Grand Park hướng Tây Nam, diện tích 69.2m²",[object Object],"Nguyễn Xiển, Quận 9",2,2,69.2,3.55 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-dong-nam-dien-tich-46-5m2-2,https://photo.rever.vn/v3/get/rvPvIc21RURw6pEUAMuLsrW41E2RXUFR_kljGopg1WSZ5VAlkkkk93FbuOXQTgDIQmqidt6ov2IobR5+z31uof4g==/750x500/image.jpg,"Căn hộ Vinhomes Grand Park hướng Đông Nam, diện tích 46.5m²","Căn hộ Vinhomes Grand Park hướng Đông Nam, diện tích 46.5m²",[object Object],"Nguyễn Xiển, Quận 9",1,1,46.5,2.2 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-dong-bac-dien-tich-69-2m2-5,https://photo.rever.vn/v3/get/rvn_f7xmX9LngfiJzS5G1_ut0ol8eWwiD3s4fjsRPOF0yvKd7s6qQvYvu1EjI1F7zkRmcgUN+DZTwoGLYXhfvXcg==/750x500/image.jpg,"Căn hộ Vinhomes Grand Park hướng Đông Bắc, diện tích 69.2m²","Căn hộ Vinhomes Grand Park hướng Đông Bắc, diện tích 69.2m²",[object Object],"Nguyễn Xiển, Quận 9",2,2,69.2,5 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-ban-cong-nam-khong-co-noi-that-dien-tich-81-5m2,https://photo.rever.vn/v3/get/rvi7NXd3Y0uiNKMKhswNJwrCebZmeEeLrBxKls8+ngQn3s_9zSjSw_WQRiBaxtb1IMYr65C6VlaECoBayt+4TA3w==/750x500/image.jpg,Căn hộ Vinhomes Grand Park hướng ban công nam không có nội thất diện tích 81.5m².,Căn hộ Vinhomes Grand Park hướng ban công nam không có nội thất diện tích 81.5m².,[object Object],"Nguyễn Xiển, Quận 9",3,2,81.5,4.9 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-noi-that-co-ban-dien-tich-59m2-9,https://photo.rever.vn/v3/get/rvAtIeCMXB8DJV4UfzWzaxnsUnZAsprSe6c4EvdNz9Jyek3JAlAkROJM9eRWECGgvfJXNeNTccfkG84hBXn1UIvw==/750x500/image.jpg,Căn hộ Vinhomes Grand Park nội thất cơ bản diện tích 59m².,Căn hộ Vinhomes Grand Park nội thất cơ bản diện tích 59m².,[object Object],"Nguyễn Xiển, Quận 9",2,1,59,2.2 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-view-don-gio-mat-me-8,https://photo.rever.vn/v3/get/rvTqpodr4Tv8AIca_09eEfv7nrDjVsYLU5yIwt6ygtIv9WPnzMxEXKdxZHI6O01s0CnWTiRHDXPbnfk8eBrsoUWw==/750x500/image.jpg,Căn hộ Vinhomes Grand Park view đón gió mát mẻ.,Căn hộ Vinhomes Grand Park view đón gió mát mẻ.,[object Object],"Nguyễn Xiển, Quận 9",2,2,59.1,4.5 tỷ
https://rever.vn/mua/can-ho-feliz-en-vista-tang-4-co-2-phong-ngu-ban-giao-day-du-noi-that,https://photo.rever.vn/v3/get/rvcOoCHCckIcnOwqG1kodLDA_uci2YAtKrgrPR6u5NMQ5+EGlPpSvXUtnzfqGhbNuaI4oh4Jj1TujehLrAhydobg==/750x500/image.jpg,"Căn hộ Feliz En Vista tầng 4 có 2 phòng ngủ, bàn giao đầy đủ nội thất.","Căn hộ Feliz En Vista tầng 4 có 2 phòng ngủ, bàn giao đầy đủ nội thất.",[object Object],"Đồng Văn Cống, Quận 2",2,2,120,10.5 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-tang-cao-thoang-mat-day-du-tien-ich,https://photo.rever.vn/v3/get/rvkSuvSA7dW98JyKaMwT9rVfIL8b1pX3vSkWnV+tFn9fr5cnEmBb3XIIMbgXkLlxwm_QjuKld26A5hBSpO_vng6A==/750x500/image.jpg,"Căn hộ Vinhomes Grand Park tầng cao thoáng mát, đầy đủ tiện ích.","Căn hộ Vinhomes Grand Park tầng cao thoáng mát, đầy đủ tiện ích.",[object Object],"Nguyễn Xiển, Quận 9",3,2,81.5,4.6 tỷ
https://rever.vn/mua/can-ho-feliz-en-vista-co-1-phong-ngu-day-du-noi-that,https://photo.rever.vn/v3/get/rvvDH2BVNwaHGVci1P87hVLQl2Jwaa7FgzqXCOvMoweTleoi6hHtTGeGpD83yo17J81+wtZtOu583MtUf2oB2jhA==/750x500/image.jpg,"Căn hộ Feliz En Vista có 1 phòng ngủ, đầy đủ nội thất.","Căn hộ Feliz En Vista có 1 phòng ngủ, đầy đủ nội thất.",[object Object],"Đồng Văn Cống, Quận 2",1,1,57,4.35 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-noi-that-co-ban-ban-cong-thoang-gio-3,https://photo.rever.vn/v3/get/rvNO5t2n264iZFvum_OCs_8ATZ5uRNAOkYB0vJpAYzXtjHu6WOvM_FG6cOYnoF6MqlOuabKV4Rlaka3_6+sypXAA==/750x500/image.jpg,"Căn hộ Vinhomes Grand Park nội thất cơ bản, ban công thoáng gió","Căn hộ Vinhomes Grand Park nội thất cơ bản, ban công thoáng gió",[object Object],"Nguyễn Xiển, Quận 9",3,2,82,4.5 tỷ
https://rever.vn/mua/can-ho-masteri-thao-dien-huong-tay-nam-dien-tich-68-15m2,https://photo.rever.vn/v3/get/rv74mxbJqr9_bQCUY5OWI9YUIfFrddmYVGmpI3TTAivCcdBlFlk670pwRC43Xna7RIFMfWk1E4t63mkTuFNw80mA==/750x500/image.jpg,"Căn hộ Masteri Thảo Điền hướng Tây Nam, diện tích 68.15m²","Căn hộ Masteri Thảo Điền hướng Tây Nam, diện tích 68.15m²",[object Object],"Xa Lộ Hà Nội, Quận 2",2,2,68.15,4.7 tỷ
https://rever.vn/mua/can-ho-citihome-noi-that-co-ban-dien-tich-61-28m2,https://photo.rever.vn/v3/get/rvimLfY5Gu7IBAiM6bFfC_TQ6XCxLLOV_Tzmo4pr9v18e5VxIpOjXHOfjV0t7NWxm44gDRH6z3W92JxmSoKEItaw==/750x500/image.jpg,Căn hộ CitiHome nội thất cơ bản diện tích 61.28m²,Căn hộ CitiHome nội thất cơ bản diện tích 61.28m²,[object Object],"Số 8, Quận 2",2,1,61.28,1.73 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-ban-cong-tay-bac-noi-that-co-ban-dien-tich-59-3m2,https://photo.rever.vn/v3/get/rvwRSBmuqNWIN_kgQxvvFdBhHU9lnxZvzy+mr91m0LbWfvWIxyjaqfSiu1hfbWKpi_sNI0ViLxKep7OwEzSPs_mg==/750x500/image.jpg,Căn hộ Vinhomes Grand Park hướng ban công tây bắc nội thất cơ bản diện tích 59.3m²,Căn hộ Vinhomes Grand Park hướng ban công tây bắc nội thất cơ bản diện tích 59.3m²,[object Object],"Nguyễn Xiển, Quận 9",2,2,59.3,2.5 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-dong-nam-dien-tich-81-5m2-7,https://photo.rever.vn/v3/get/rvzZ20vdDO5MvAHzEUOxv76FljrF06_UFOu+XSqH34S4kf6CWpf7o5h60v9kh2IEryfAAAQWbS6LwfS46Aylsa5w==/750x500/image.jpg,"Căn hộ Vinhomes Grand Park hướng Đông Nam, diện tích 81.5m²","Căn hộ Vinhomes Grand Park hướng Đông Nam, diện tích 81.5m²",[object Object],"Nguyễn Xiển, Quận 9",3,2,81.5,3.1 tỷ
https://rever.vn/mua/can-ho-sunwah-pearl-huong-ban-cong-tay-nam-day-du-noi-that-dien-tich-106m2,https://photo.rever.vn/v3/get/rvv95ucV1os5HXDhil_JTSb8cImkQjQ3Qpf+PjNgCETVH5p2SSzhy80on_djtng8kawoliP20rQdQfwvE7s69tnQ==/750x500/image.jpg,Căn hộ Sunwah Pearl hướng ban công tây nam đầy đủ nội thất diện tích 106m²,Căn hộ Sunwah Pearl hướng ban công tây nam đầy đủ nội thất diện tích 106m²,[object Object],"Nguyễn Hữu Cảnh, Bình Thạnh",2,2,106,12.6 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-ban-cong-dong-nam-khong-co-noi-that-dien-tich-61-4m2-1,https://photo.rever.vn/v3/get/rv4CF14LbtAGcWyaAphIjxkR9mofoR_eqorKUuPZKIiSTdpBBrihfdb514fFPNiTCnwsM9AbIsooGf49BUHvPEyw==/750x500/image.jpg,Căn hộ Vinhomes Grand Park hướng ban công đông nam không có nội thất diện tích 61.4m².,Căn hộ Vinhomes Grand Park hướng ban công đông nam không có nội thất diện tích 61.4m².,[object Object],"Nguyễn Xiển, Quận 9",2,2,61.4,4.5 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-dong-bac-dien-tich-58-5m2,https://photo.rever.vn/v3/get/rvEVggx0dnzHmxNnhKiV2YcCa8p1clUXpEnbi9B7WZsyWLFgEttNG7Rg22_T5TeWtNL+VwzZb5HDxI3Ik+g9Mq_g==/750x500/image.jpg,"Căn hộ Vinhomes Grand Park hướng Đông Bắc, diện tích 58.5m²","Căn hộ Vinhomes Grand Park hướng Đông Bắc, diện tích 58.5m²",[object Object],"Nguyễn Xiển, Quận 9",2,1,58.5,2.5 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-tang-cao-mat-me-noi-that-co-ban-15,https://photo.rever.vn/v3/get/rvqPTwHl2bLSKh2ZVK8eUIBXhlZAVIQ3iwnBgiOSQUU1qpFkz41uhdDZbLIZIxcP7yClnZs2vTDwZp355HYr+wMQ==/750x500/image.jpg,"Căn hộ Vinhomes Grand Park tầng cao mát mẻ, nội thất cơ bản.","Căn hộ Vinhomes Grand Park tầng cao mát mẻ, nội thất cơ bản.",[object Object],"Nguyễn Xiển, Quận 9",2,2,66.5,2.8 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-noi-that-co-ban-dien-tich-59m2-29,https://photo.rever.vn/v3/get/rvmNLPreFZ3lagpaB5GEhw1VqfsoYJQvg8FEoI6G440+hI1ZWXR8wR_birM9KssFQ2MCUNZc6PUs8snq6+_ptjvQ==/750x500/image.jpg,Căn hộ Vinhomes Grand Park nội thất cơ bản diện tích 59m²,Căn hộ Vinhomes Grand Park nội thất cơ bản diện tích 59m²,[object Object],"Nguyễn Xiển, Quận 9",2,1,59,2.3 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-ban-cong-tay-bac-khong-co-noi-that-dien-tich-69-2m2-9,https://photo.rever.vn/v3/get/rvyF8p_Fwoh_qGSHqsZEl3Fctxo73e_ifvFEFnh1T2Lp8T+1le+H9PzC2FA2AC7NOXniktrZSrofl7WI29EGNt0Q==/750x500/image.jpg,Căn hộ Vinhomes Grand Park hướng ban công tây bắc không có nội thất diện tích 69.2m²,Căn hộ Vinhomes Grand Park hướng ban công tây bắc không có nội thất diện tích 69.2m²,[object Object],"Nguyễn Xiển, Quận 9",2,2,69.2,3.2 tỷ
https://rever.vn/mua/can-ho-studio-vinhomes-grand-park-huong-ban-cong-dong-nam-khong-co-noi-that-dien-tich-31-8m2-1,https://photo.rever.vn/v3/get/rvt0UEAGE44K+lbFhnnqvvTPKbAsHjhVxWWlLdbHzCzz4ujI4nLlk2EIF+okiU4tX06bf4Ipz4gn1_hEH67ASKiw==/750x500/image.jpg,Căn hộ Studio Vinhomes Grand Park hướng ban công đông nam không có nội thất diện tích 31.8m²,Căn hộ Studio Vinhomes Grand Park hướng ban công đông nam không có nội thất diện tích 31.8m²,[object Object],"Nguyễn Xiển, Quận 9",1,1,31.8,1.91 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-dien-tich-36-4m2-noi-that-co-ban,https://photo.rever.vn/v3/get/rvg+VLbPZ8Zr71M8558lfbO361RvSUIxfhFuYsAH_XGC8L46kZxOOgPbSR5CPdX43erzinMJBJ+ldilVt1uzRMxg==/750x500/image.jpg,"Căn hộ Vinhomes Grand Park diện tích 36.4m2, nội thất cơ bản.","Căn hộ Vinhomes Grand Park diện tích 36.4m2, nội thất cơ bản.",[object Object],"Nguyễn Xiển, Quận 9",1,1,36.4,1.6 tỷ
https://rever.vn/mua/can-ho-docklands-sai-gon-tang-9-thiet-ke-3-phong-ngu-day-du-noi-that,https://photo.rever.vn/v3/get/rvDl8ay+_CpV7cQ_2DL+2qYT2l6Lc5nsDNl3nfnengxxmfwD5DwtxRipEXxqiFTtyP5LbyZOSuG9ijCexqGis6Aw==/750x500/image.jpg,"Căn hộ Docklands Sài Gòn tầng 9 thiết kế 3 phòng ngủ, đầy đủ nội thất.","Căn hộ Docklands Sài Gòn tầng 9 thiết kế 3 phòng ngủ, đầy đủ nội thất.",[object Object],"Nguyễn Thị Thập, Quận 7",3,3,113,4.9 tỷ
https://rever.vn/mua/can-ho-goc-chung-ccu-nam-an-binh-thanh-view-landmark-81-tuyet-dep,https://photo.rever.vn/v3/get/rvYzWO5tpQy353PC8USZ04bnhupp7kkp4XJXgwDCydzuou5kjZHYCgdRmQjRYWi_eenvj+D20UJlwr6S5wodEoZA==/750x500/image.jpg,Căn hộ góc Chung Ccư Nam An - Bình Thạnh view Landmark 81 tuyệt đẹp.,Căn hộ góc Chung Ccư Nam An - Bình Thạnh view Landmark 81 tuyệt đẹp.,[object Object],"Đinh Bộ Lĩnh, Bình Thạnh",1,1,50,1.5 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-dong-nam-dien-tich-81-7m2-4,https://photo.rever.vn/v3/get/tqOUb+af4TA+YO4lqPZkYfQU4pHaa_cxdPreVj0yXbw=/750x500/image.jpg,"Căn hộ Vinhomes Grand Park hướng Đông Nam, diện tích 81.7m²","Căn hộ Vinhomes Grand Park hướng Đông Nam, diện tích 81.7m²",[object Object],"Nguyễn Xiển, Quận 9",3,2,81.7,3.6 tỷ
https://rever.vn/mua/can-ho-tang-trung-vinhomes-grand-park-view-thoang-mat-1-phong-ngu,https://photo.rever.vn/v3/get/cWj4ubrML4tzhrtpnuGTzGbekDhkiNE0I0my9MuuwuM=/750x500/image.jpg,"Căn hộ tầng trung Vinhomes Grand Park view thoáng mát, 1 phòng ngủ.","Căn hộ tầng trung Vinhomes Grand Park view thoáng mát, 1 phòng ngủ.",[object Object],"Nguyễn Xiển, Quận 9",1,1,47.1,1.82 tỷ
https://rever.vn/mua/can-ho-the-harmona-ban-cong-huong-dong-nam-noi-that-co-ban,https://photo.rever.vn/v3/get/rve0ebEhAtiX6GQBaiRYhFMAnNo6ToERtK0oHCVGvgjFjwYtLAEuNWCF7c5cbIZ3ymcTpUJDKFoNtHxKPe2DRjaA==/750x500/image.jpg,"Căn hộ The Harmona ban công hướng Đông Nam, nội thất cơ bản.","Căn hộ The Harmona ban công hướng Đông Nam, nội thất cơ bản.",[object Object],"Trương Công Định, Tân Bình",2,2,77,3.4 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-tang-trung-don-view-noi-khu,https://photo.rever.vn/v3/get/KCxVuc7w02q4vWXYJ3Xj_doVpV8UFLM_Q4Jptu0VWRA=/750x500/image.jpg,"Căn hộ Vinhomes Grand Park tầng trung, đón view nội khu.","Căn hộ Vinhomes Grand Park tầng trung, đón view nội khu.",[object Object],"Nguyễn Xiển, Quận 9",1,1,46,2 tỷ
https://rever.vn/mua/can-ho-palm-heights-view-noi-khu-yen-tinh-thiet-ke-ky-luong,https://photo.rever.vn/v3/get/3CLEaJYH_n9OTrmlJHcW4zpQOAujz+ZdV6NAC90hhFw=/750x500/image.jpg,"Căn hộ Palm Heights view nội khu yên tĩnh, thiết kế kỹ lưỡng.","Căn hộ Palm Heights view nội khu yên tĩnh, thiết kế kỹ lưỡng.",[object Object],"Song Hành Cao Tốc HCM - LT - Dầu Giây, Quận 2",2,2,80,4.6 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-noi-that-co-ban-tien-ich-da-dang-1,https://photo.rever.vn/v3/get/54ojxx69UFGnhbYY4T0Fcg1JvaB_28RYWrQ+SfiNR8k=/750x500/image.jpg,"Căn hộ Vinhomes Grand Park nội thất cơ bản, tiện ích đa dạng.","Căn hộ Vinhomes Grand Park nội thất cơ bản, tiện ích đa dạng.",[object Object],"Nguyễn Xiển, Quận 9",2,1,59.1,2.11 tỷ
https://rever.vn/mua/can-ho-diamond-island-tang-thap-view-song-mat-me,https://photo.rever.vn/v3/get/ymPum2mHey8zhoOQbF+OTNuZEEFMzN9uXM54DrmT7h8=/750x500/image.jpg,"Căn hộ Diamond Island tầng thấp, view sông mát mẻ.","Căn hộ Diamond Island tầng thấp, view sông mát mẻ.",[object Object],"Số 104-BTT, Quận 2",1,1,49,3.6 tỷ
https://rever.vn/mua/can-ho-tang-trung-the-sun-avenue-view-thoang-mat-ngam-thanh-pho,https://photo.rever.vn/v2/get/wWfIBD6HfcaC16VkVENE26NKzJUdj1LyWykqjxe7jC8=/750x500/image.jpg,Căn hộ tầng trung The Sun Avenue view thoáng mát ngắm thành phố,Căn hộ tầng trung The Sun Avenue view thoáng mát ngắm thành phố,[object Object],"Mai Chí Thọ, Quận 2",3,2,90.3,5.4 tỷ
https://rever.vn/mua/ban-can-ho-lavida-plus-tang-cao-2-phong-ngu-dien-tich-80m2-thiet-ke-hien-dai,https://photo.rever.vn/v3/get/rvWNcPLjRNbNmP+MdbYPOWs3p0kPfCqzMcVKiiqD3j992w7X5ed_Cc_CvvFGR6Mb6SXc+smE3Cvbu1qHzmFJSltQ==/750x500/image.jpg,"Bán Căn hộ Lavida Plus tầng cao, 2 phòng ngủ, diện tích 80m2, thiết kế hiện đại","Bán Căn hộ Lavida Plus tầng cao, 2 phòng ngủ, diện tích 80m2, thiết kế hiện đại",[object Object],"Nguyễn Hữu Thọ, Quận 7",2,2,80,4.12 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-noi-that-co-ban-thiet-ke-hien-dai-22,https://photo.rever.vn/v3/get/rvFzpNc3+ShhRniOfVY6M4WnyGnWqa8MxDKaognFNYfy+IV716PyIdd0FW+j3yxVOIIuY4DCTkZ8jOf8t3nvZKiw==/750x500/image.jpg,"Căn hộ Vinhomes Grand Park nội thất cơ bản, thiết kế hiện đại","Căn hộ Vinhomes Grand Park nội thất cơ bản, thiết kế hiện đại",[object Object],"Nguyễn Xiển, Quận 9",1,1,46,2.69 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-ban-cong-nam-khong-co-noi-that-dien-tich-59-1m2-3,https://photo.rever.vn/v3/get/rvGGDVOeLA1mWwunuoOTPG9o4lou8vGXvVy2xXRuayePJuFPgeA+QQFqGOljWzCIkycygYi_cHWoc7ul13Jeosyw==/750x500/image.jpg,Căn hộ Vinhomes Grand Park hướng ban công nam không có nội thất diện tích 59.1m²,Căn hộ Vinhomes Grand Park hướng ban công nam không có nội thất diện tích 59.1m²,[object Object],"Nguyễn Xiển, Quận 9",2,2,59.1,3 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-ban-cong-bac-khong-co-noi-that-dien-tich-59-2m2-1,https://photo.rever.vn/v3/get/rv5sMM9kAXVbCWx+jzV_BHqKFjAy0UUkxxwgO0WMt4gf_pt0ojSiSRIlYF20dThY20OW_bXTQMTFuDJiH5hnWHmg==/750x500/image.jpg,Căn hộ Vinhomes Grand Park hướng ban công bắc không có nội thất diện tích 59.2m².,Căn hộ Vinhomes Grand Park hướng ban công bắc không có nội thất diện tích 59.2m².,[object Object],"Nguyễn Xiển, Quận 9",2,2,59.2,3.3 tỷ
https://rever.vn/mua/shophouse-vinhomes-grand-park-origami-dien-tich-96m2-ban-giao-tho,https://photo.rever.vn/v3/get/rvtayvd6JTBgU0OENOhrOaYgPl2SQx2Nspwnn5ynAQMnhugzUZzX9Z9aLkdqtg24NgGvsFKCNd+NvPBGVI8h+8hA==/750x500/image.jpg,"Shop-house Vinhomes Grand Park, diện tích 96m²","Shop-house Vinhomes Grand Park, diện tích 96m²",[object Object],"Nguyễn Xiển, Quận 9",,,96,17 tỷ
https://rever.vn/mua/shop-cho-thue-phan-khu-origami-gia-50tr-thang-vi-tri-dep,https://photo.rever.vn/v3/get/rvT1slmUY0NPtfyVgsTuvYyc2+bze6MAlvJ4ygz8npW6Vi7YJOM7jDMM68rvcOrXhTnUq1j2AO1ADEvIaZ5XpPsw==/750x500/image.jpg,[SHOP CHO THUÊ] - Phân khu Rainbow giá 50tr/tháng vị trí đẹp,[SHOP CHO THUÊ] - Phân khu Rainbow giá 50tr/tháng vị trí đẹp,[object Object],"Nguyễn Xiển, Quận 9",,,61.2,20 tỷ
https://rever.vn/mua/penthouse-hoang-anh-river-view-noi-that-co-ban-dien-tich-277m2,https://photo.rever.vn/photo/v3/get/rvXF47TPaOcotUrdBC2bJx0AHDyUogWtXD1xUGauroBQVkd76QDPCP5eTYxEBlfbJhxViapVxaKwl26A2cKPZp3A==/750x500/image.jpg,Penthouse Hoàng Anh River View 4pn 270m2 nội thất cơ bản diện tích 277m²,Penthouse Hoàng Anh River View 4pn 270m2 nội thất cơ bản diện tích 277m²,[object Object],"Nguyễn Văn Hưởng, Quận 2",4,4,277,16 tỷ
https://rever.vn/mua/can-ho-cao-cap-masteri-lumiere-riverside-tang-30-khong-noi-that,https://photo.rever.vn/v3/get/rvhrZf6pWBxptgQBVEuODM0OPU1GiC_Rdp8Yo7Kau5zpxpsHljeyV25RIGG9xcS_OzNGflAiXncR4FCPilLGBCmg==/750x500/image.jpg,"Căn hộ cao cấp Masteri Lumiere Riverside tầng 30, không nội thất.","Căn hộ cao cấp Masteri Lumiere Riverside tầng 30, không nội thất.",[object Object],"Xa Lộ Hà Nội, Quận 2",2,2,68.9,7.25 tỷ
https://rever.vn/mua/can-ho-2pn-empire-city-98-34m2-tang-dep-gia-tot,https://photo.rever.vn/photo/v3/get/rv8Rs3tn47CkDnnZxfCOIAWl1taEb2xayqdL3s2EeWdK08IhtAr1lIrhuWcqkPG8Mt1Ba5Hdq+SulhGOPIUT9sRA==/750x500/image.jpg,Căn hộ 2PN Empire City 98.34m² Tầng Đẹp Giá Tốt,Căn hộ 2PN Empire City 98.34m² Tầng Đẹp Giá Tốt,[object Object],"Mai Chí Thọ, Quận 2",2,2,98.34,10.7 tỷ
https://rever.vn/mua/can-ho-vinhomes-central-park-huong-ban-cong-dong-bac-day-du-noi-that-dien-tich-94m2,https://photo.rever.vn/v3/get/rvlmQxWMDsH3nKM0NIxUzyfLApvyaK1qxS_1CJ3gj1hnCu0JPeykC5qJmx9JJvG2lHMWSEKyLF6vPBb+K8OcWtTA==/750x500/image.jpg,Căn hộ Vinhomes Central Park hướng ban công đông bắc đầy đủ nội thất diện tích 94m²,Căn hộ Vinhomes Central Park hướng ban công đông bắc đầy đủ nội thất diện tích 94m²,[object Object],"Nguyễn Hữu Cảnh, Bình Thạnh",2,2,94,15 tỷ
https://rever.vn/mua/can-ho-4s-riverside-linh-dong-huong-ban-cong-tay-nam-khong-co-noi-that-dien-tich-72m2,https://photo.rever.vn/v3/get/rv1JI8Etwn4ecFlH3VEjf2VctegC9j2OZ6gqCcUbmqnhYJj9hcmDj67xCoWnNdK754hueLT8BX3byxE7+3PgD_CA==/750x500/image.jpg,Căn hộ 4S Riverside Linh Đông hướng ban công tây nam không có nội thất diện tích 72m²,Căn hộ 4S Riverside Linh Đông hướng ban công tây nam không có nội thất diện tích 72m²,[object Object],"Số 30, Thủ Đức",2,2,72,2.25 tỷ
https://rever.vn/mua/can-ho-4pn-181m2-gia-25ty-tai-vinhomes-central-park,https://photo.rever.vn/v3/get/rvaaa6t1GiyvrujgGskdNQRKsVEnSsEV_NA_eJqIAttEqz9S+N4sOo2EsTWUIKsexPIRtgyf5vHCNhQ5UuSYJIFA==/750x500/image.jpg,CĂN HỘ 4PN 181m2 GIÁ 25TỶ TẠI VINHOMES CENTRAL PARK,CĂN HỘ 4PN 181m2 GIÁ 25TỶ TẠI VINHOMES CENTRAL PARK,[object Object],"Nguyễn Hữu Cảnh, Bình Thạnh",4,3,187.7,25 tỷ
https://rever.vn/mua/can-ho-2pn-view-toan-canh-quan-1-thoang-mat,https://photo.rever.vn/v3/get/rv6u+CwSUvyF3ZHE0sJIuuPYTuqbBkP3JHRV6TreefH51tQkydDSLTLl7bMVW3ThIU1IQv+4k2MVmkGsFd1c0tmg==/750x500/image.jpg,Căn hộ 2PN view toàn cảnh quận 1 thoáng mát,Căn hộ 2PN view toàn cảnh quận 1 thoáng mát,[object Object],"Nguyễn Hữu Cảnh, Bình Thạnh",2,1,64,6 tỷ
